"keywordType-place.langfre",createDate,location
"Guinée-Bissau","Jan 3, 2013 @ 09:00:37.000","{
  ""coordinates"": [
    -15.995075,
    11.367371
  ],
  ""type"": ""Point""
}"
"Guinée-Bissau","Jan 3, 2013 @ 08:55:09.000","{
  ""coordinates"": [
    -16.05471,
    11.1836035
  ],
  ""type"": ""Point""
}"
"Guinée-Bissau","Jan 3, 2013 @ 08:50:32.000","{
  ""coordinates"": [
    -15.90183,
    11.360457
  ],
  ""type"": ""Point""
}"
"Guinée-Bissau","Jan 3, 2013 @ 08:38:47.000","{
  ""coordinates"": [
    -15.950275,
    11.519854
  ],
  ""type"": ""Point""
}"
"Guinée-Bissau","Jan 3, 2013 @ 08:27:44.000","{
  ""coordinates"": [
    -15.905575,
    11.2915435
  ],
  ""type"": ""Point""
}"
"Guinée-Bissau","Jan 3, 2013 @ 08:19:44.000","{
  ""coordinates"": [
    -15.90543,
    11.279120500000001
  ],
  ""type"": ""Point""
}"
"Guinée-Bissau","Jan 3, 2013 @ 08:13:51.000","{
  ""coordinates"": [
    -16.20176,
    12.3216385
  ],
  ""type"": ""Point""
}"
"Guinée-Bissau","Jan 3, 2013 @ 08:08:02.000","{
  ""coordinates"": [
    -15.721725,
    10.9635
  ],
  ""type"": ""Point""
}"
"Guinée-Bissau","Jan 3, 2013 @ 08:02:43.000","{
  ""coordinates"": [
    -16.184874999999998,
    12.2956135
  ],
  ""type"": ""Point""
}"
"Guinée-Bissau","Jan 3, 2013 @ 07:55:17.000","{
  ""coordinates"": [
    -16.185505,
    12.3033285
  ],
  ""type"": ""Point""
}"
"Guinée-Bissau","Jan 3, 2013 @ 07:49:55.000","{
  ""coordinates"": [
    -16.194445,
    12.321528
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2012 @ 16:11:25.000","-"
"-","Dec 14, 2012 @ 16:06:02.000","-"
"-","Dec 14, 2012 @ 16:01:16.000","-"
"-","Dec 14, 2012 @ 15:55:30.000","-"
"-","Dec 14, 2012 @ 15:55:30.000","-"
"-","Dec 14, 2012 @ 15:48:01.000","-"
"-","Dec 14, 2012 @ 14:42:52.000","-"
"-","Dec 14, 2012 @ 14:38:36.000","-"
"-","Dec 14, 2012 @ 14:38:36.000","-"
"-","Dec 14, 2012 @ 14:32:48.000","-"
"-","Dec 14, 2012 @ 14:10:45.000","-"
"-","Dec 12, 2012 @ 14:28:52.000","-"
"-","Dec 12, 2012 @ 13:48:05.000","-"
"-","Dec 12, 2012 @ 13:48:05.000","-"
"BRETAGNE, Finistère, Les Abers","Dec 12, 2012 @ 10:45:18.000","{
  ""coordinates"": [
    -4.54966,
    48.573945
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Le Conquet","Dec 12, 2012 @ 10:37:58.000","{
  ""coordinates"": [
    -4.669175,
    48.360687
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Beniguet","Dec 12, 2012 @ 10:23:12.000","{
  ""coordinates"": [
    -4.854116,
    48.34886
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Beniguet","Dec 12, 2012 @ 10:10:20.000","{
  ""coordinates"": [
    -4.854255,
    48.3488545
  ],
  ""type"": ""Point""
}"
"-","Dec 12, 2012 @ 10:01:12.000","-"
"BRETAGNE, Finistère, Porsmilin","Dec 12, 2012 @ 09:57:37.000","{
  ""coordinates"": [
    -4.679905,
    48.3550985
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Tregana","Dec 12, 2012 @ 09:49:45.000","{
  ""coordinates"": [
    -4.6669350000000005,
    48.3524465
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Corsen","Dec 12, 2012 @ 09:32:06.000","{
  ""coordinates"": [
    -4.791895,
    48.4123295
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Molène, Trielen","Dec 12, 2012 @ 09:22:50.000","{
  ""coordinates"": [
    -5.0123,
    48.427117
  ],
  ""type"": ""Point""
}"
"-","Dec 11, 2012 @ 14:24:08.000","-"
"-","Dec 5, 2012 @ 14:54:38.000","-"
France,"Dec 5, 2012 @ 14:54:38.000","{
  ""coordinates"": [
    -1.5089510000000002,
    48.5105245
  ],
  ""type"": ""Point""
}"
France,"Dec 5, 2012 @ 14:37:51.000","{
  ""coordinates"": [
    -1.51018,
    48.51289
  ],
  ""type"": ""Point""
}"
France,"Dec 5, 2012 @ 14:37:51.000","{
  ""coordinates"": [
    -1.51018,
    48.51289
  ],
  ""type"": ""Point""
}"
"Pleine Fougères","Dec 4, 2012 @ 15:16:04.000","{
  ""coordinates"": [
    -1.5631325,
    48.4983255
  ],
  ""type"": ""Point""
}"
"Pleine Fougères","Dec 3, 2012 @ 10:47:06.000","{
  ""coordinates"": [
    -1.5605415,
    48.497215
  ],
  ""type"": ""Point""
}"
"Pleine Fougères","Dec 3, 2012 @ 10:35:40.000","{
  ""coordinates"": [
    -1.5605415,
    48.497215
  ],
  ""type"": ""Point""
}"
"Pleine Fougères","Nov 30, 2012 @ 16:59:17.000","{
  ""coordinates"": [
    -1.5631325,
    48.4983255
  ],
  ""type"": ""Point""
}"
"Pleine Fougères","Nov 30, 2012 @ 16:59:17.000","{
  ""coordinates"": [
    -1.5631325,
    48.4983255
  ],
  ""type"": ""Point""
}"
"Pleine Fougères","Nov 30, 2012 @ 16:51:02.000","{
  ""coordinates"": [
    -1.5631325,
    48.4983255
  ],
  ""type"": ""Point""
}"
"Pleine Fougères","Nov 30, 2012 @ 16:51:02.000","{
  ""coordinates"": [
    -1.5631325,
    48.4983255
  ],
  ""type"": ""Point""
}"
"Pleine Fougères France","Nov 30, 2012 @ 15:22:13.000","{
  ""coordinates"": [
    -1.5631325,
    48.4983255
  ],
  ""type"": ""Point""
}"
"Pleine Fougères France","Nov 30, 2012 @ 15:19:09.000","{
  ""coordinates"": [
    -1.5631325,
    48.4983255
  ],
  ""type"": ""Point""
}"
"Pleine Fougères France","Nov 30, 2012 @ 15:15:58.000","{
  ""coordinates"": [
    -1.5631325,
    48.4983255
  ],
  ""type"": ""Point""
}"
"Pleine Fougères France","Nov 30, 2012 @ 14:57:48.000","{
  ""coordinates"": [
    -1.5631325,
    48.4983255
  ],
  ""type"": ""Point""
}"
"Lopé Gabon","Nov 29, 2012 @ 16:54:35.000","{
  ""coordinates"": [
    11.565666499999999,
    -0.5786450000000001
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère","Nov 29, 2012 @ 09:07:39.000","{
  ""coordinates"": [
    -4.57663,
    48.211399
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère","Nov 29, 2012 @ 08:53:14.000","{
  ""coordinates"": [
    -4.57663,
    48.211399
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère","Nov 29, 2012 @ 08:41:41.000","{
  ""coordinates"": [
    -4.542775000000001,
    48.219429
  ],
  ""type"": ""Point""
}"
"-","Nov 28, 2012 @ 13:26:06.000","-"
"-","Nov 28, 2012 @ 13:22:12.000","-"
"-","Nov 28, 2012 @ 13:11:57.000","-"
"-","Nov 28, 2012 @ 10:15:10.000","-"
"-","Nov 28, 2012 @ 10:15:10.000","-"
"-","Nov 28, 2012 @ 10:15:10.000","-"
"-","Nov 28, 2012 @ 10:15:10.000","-"
Rennes,"Nov 28, 2012 @ 10:15:10.000","{
  ""coordinates"": [
    -1.701051,
    48.135194999999996
  ],
  ""type"": ""Point""
}"
Rennes,"Nov 28, 2012 @ 10:15:10.000","{
  ""coordinates"": [
    -1.701051,
    48.135194999999996
  ],
  ""type"": ""Point""
}"
"Pleine Fougères","Nov 28, 2012 @ 09:54:46.000","{
  ""coordinates"": [
    -1.5975255,
    48.500707
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère","Nov 28, 2012 @ 07:51:32.000","{
  ""coordinates"": [
    -4.31858,
    48.265006
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Banneg","Nov 28, 2012 @ 07:30:35.000","{
  ""coordinates"": [
    -5.010465,
    48.4267875
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 28, 2012 @ 06:47:14.000","{
  ""coordinates"": [
    -5.0885750000000005,
    48.459964
  ],
  ""type"": ""Point""
}"
"-","Nov 27, 2012 @ 14:53:56.000","-"
"Pleine Fougères","Nov 27, 2012 @ 14:53:56.000","{
  ""coordinates"": [
    -1.5465175,
    48.507279499999996
  ],
  ""type"": ""Point""
}"
"-","Nov 27, 2012 @ 14:30:12.000","-"
"-","Nov 27, 2012 @ 14:30:12.000","-"
"-","Nov 27, 2012 @ 14:30:12.000","-"
"-","Nov 27, 2012 @ 14:30:12.000","-"
"Pleine Fougères","Nov 27, 2012 @ 14:30:12.000","{
  ""coordinates"": [
    -1.5256224999999999,
    48.531735999999995
  ],
  ""type"": ""Point""
}"
"-","Nov 27, 2012 @ 13:40:28.000","-"
"-","Nov 27, 2012 @ 13:40:28.000","-"
"-","Nov 27, 2012 @ 13:40:28.000","-"
"-","Nov 27, 2012 @ 13:40:28.000","-"
"Pleine Fougères","Nov 27, 2012 @ 13:40:28.000","{
  ""coordinates"": [
    -1.5256224999999999,
    48.531735999999995
  ],
  ""type"": ""Point""
}"
"Pleine Fougères","Nov 27, 2012 @ 13:04:48.000","{
  ""coordinates"": [
    -1.5465175,
    48.507279499999996
  ],
  ""type"": ""Point""
}"
"-","Nov 27, 2012 @ 13:04:48.000","-"
"-","Nov 27, 2012 @ 11:32:52.000","-"
"Pleine Fougères","Nov 27, 2012 @ 11:32:52.000","{
  ""coordinates"": [
    -1.5465175,
    48.507279499999996
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 27, 2012 @ 08:11:57.000","{
  ""coordinates"": [
    -5.0874950000000005,
    48.4596145
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 27, 2012 @ 07:56:55.000","{
  ""coordinates"": [
    -5.092025,
    48.4605345
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Beniguet","Nov 27, 2012 @ 07:45:39.000","{
  ""coordinates"": [
    -4.854369999999999,
    48.348739
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Iroise","Nov 27, 2012 @ 07:37:53.000","{
  ""coordinates"": [
    -4.635275,
    48.2666945
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Iroise","Nov 27, 2012 @ 07:32:40.000","{
  ""coordinates"": [
    -4.802925,
    48.2550035
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère","Nov 27, 2012 @ 07:26:22.000","{
  ""coordinates"": [
    -3.5975550000000003,
    47.995332000000005
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Rade de Brest","Nov 26, 2012 @ 13:48:28.000","{
  ""coordinates"": [
    -4.426645000000001,
    48.3356105
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Sein","Nov 26, 2012 @ 13:45:41.000","{
  ""coordinates"": [
    -4.889375,
    48.060311999999996
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Molène","Nov 26, 2012 @ 13:36:18.000","{
  ""coordinates"": [
    -4.902975,
    48.3701735
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Beniguet","Nov 26, 2012 @ 13:18:26.000","{
  ""coordinates"": [
    -4.854205,
    48.3489005
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Beniguet","Nov 26, 2012 @ 13:16:44.000","{
  ""coordinates"": [
    -4.85384,
    48.348775
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Beniguet","Nov 26, 2012 @ 13:13:22.000","{
  ""coordinates"": [
    -4.854065,
    48.3487825
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Beniguet","Nov 26, 2012 @ 13:03:43.000","{
  ""coordinates"": [
    -4.852805,
    48.3492545
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère","Nov 26, 2012 @ 12:52:40.000","{
  ""coordinates"": [
    -4.2707749999999995,
    48.2100865
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère","Nov 26, 2012 @ 12:44:21.000","{
  ""coordinates"": [
    -4.558365,
    48.2171415
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère","Nov 26, 2012 @ 12:36:10.000","{
  ""coordinates"": [
    -4.2707749999999995,
    48.2100865
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Banneg","Nov 26, 2012 @ 10:52:18.000","{
  ""coordinates"": [
    -5.01398,
    48.4264735
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Balaneg","Nov 26, 2012 @ 10:48:20.000","{
  ""coordinates"": [
    -4.9821100000000005,
    48.417602
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Trielen","Nov 26, 2012 @ 10:44:50.000","{
  ""coordinates"": [
    -4.939360000000001,
    48.3748985
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Banneg","Nov 26, 2012 @ 10:41:44.000","{
  ""coordinates"": [
    -5.014215,
    48.42646
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Balaneg","Nov 26, 2012 @ 10:32:22.000","{
  ""coordinates"": [
    -4.9821100000000005,
    48.417602
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Balaneg","Nov 26, 2012 @ 10:21:05.000","{
  ""coordinates"": [
    -4.980505000000001,
    48.4179855
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Trielen","Nov 26, 2012 @ 10:09:33.000","{
  ""coordinates"": [
    -4.940345000000001,
    48.37468
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Molène, Banneg","Nov 26, 2012 @ 09:58:22.000","{
  ""coordinates"": [
    -5.011900000000001,
    48.428543000000005
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Molène, Balaneg","Nov 26, 2012 @ 08:16:36.000","{
  ""coordinates"": [
    -4.98189,
    48.417402
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Molène, Trielen","Nov 26, 2012 @ 08:08:59.000","{
  ""coordinates"": [
    -4.939215,
    48.374880000000005
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Molène, Trielen","Nov 26, 2012 @ 07:52:05.000","{
  ""coordinates"": [
    -4.93957,
    48.3748065
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Roscanvel, Rade de Brest","Nov 26, 2012 @ 07:42:32.000","{
  ""coordinates"": [
    -4.555915000000001,
    48.3166025
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Rade de Brest","Nov 26, 2012 @ 07:35:34.000","{
  ""coordinates"": [
    -4.402865,
    48.3296165
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Rade de Brest","Nov 26, 2012 @ 07:24:19.000","{
  ""coordinates"": [
    -4.376665,
    48.324587
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 22, 2012 @ 13:07:04.000","{
  ""coordinates"": [
    -5.081885,
    48.4599595
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 22, 2012 @ 13:05:53.000","{
  ""coordinates"": [
    -5.080465,
    48.4602195
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 22, 2012 @ 13:04:49.000","{
  ""coordinates"": [
    -5.08054,
    48.4611405
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 22, 2012 @ 13:03:37.000","{
  ""coordinates"": [
    -5.0796600000000005,
    48.460015999999996
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 22, 2012 @ 13:01:54.000","{
  ""coordinates"": [
    -5.086545,
    48.4596665
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 22, 2012 @ 12:53:46.000","{
  ""coordinates"": [
    -5.080575,
    48.4600865
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 22, 2012 @ 12:45:27.000","{
  ""coordinates"": [
    -5.075889999999999,
    48.459489000000005
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 22, 2012 @ 12:29:13.000","{
  ""coordinates"": [
    -5.0907,
    48.4586965
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 22, 2012 @ 12:19:19.000","{
  ""coordinates"": [
    -5.09146,
    48.458215499999994
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 22, 2012 @ 12:12:37.000","{
  ""coordinates"": [
    -5.099975000000001,
    48.457654500000004
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 22, 2012 @ 12:11:42.000","{
  ""coordinates"": [
    -5.08744,
    48.458574
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 22, 2012 @ 12:09:49.000","{
  ""coordinates"": [
    -5.09665,
    48.456403
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 22, 2012 @ 10:48:58.000","{
  ""coordinates"": [
    -5.08299,
    48.467769000000004
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Rade de Brest","Nov 22, 2012 @ 09:59:40.000","{
  ""coordinates"": [
    -4.43018,
    48.3370195
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Rade de Brest","Nov 22, 2012 @ 09:44:42.000","{
  ""coordinates"": [
    -4.40006,
    48.33725
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Rade de Brest","Nov 22, 2012 @ 08:04:54.000","{
  ""coordinates"": [
    -4.470765,
    48.3323305
  ],
  ""type"": ""Point""
}"
"-","Nov 21, 2012 @ 10:24:46.000","-"
"--Nom de la Région--","Nov 19, 2012 @ 10:10:50.000","{
  ""coordinates"": [
    0,
    0
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 15, 2012 @ 09:27:12.000","{
  ""coordinates"": [
    -5.0874950000000005,
    48.4596145
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 15, 2012 @ 09:23:07.000","{
  ""coordinates"": [
    -5.08834,
    48.459464499999996
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 15, 2012 @ 09:16:48.000","{
  ""coordinates"": [
    -5.088335,
    48.4602665
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 15, 2012 @ 09:09:35.000","{
  ""coordinates"": [
    -5.08835,
    48.460252
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 15, 2012 @ 09:00:16.000","{
  ""coordinates"": [
    -5.088285000000001,
    48.459590500000004
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 15, 2012 @ 08:56:50.000","{
  ""coordinates"": [
    -5.088395,
    48.4601425
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 15, 2012 @ 08:54:08.000","{
  ""coordinates"": [
    -5.088245000000001,
    48.4595695
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 15, 2012 @ 08:51:42.000","{
  ""coordinates"": [
    -5.088245000000001,
    48.4595695
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 15, 2012 @ 08:49:57.000","{
  ""coordinates"": [
    -5.0883400000000005,
    48.4595745
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 15, 2012 @ 08:43:47.000","{
  ""coordinates"": [
    -5.0883400000000005,
    48.4595745
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère","Nov 15, 2012 @ 07:54:29.000","{
  ""coordinates"": [
    -4.347635,
    48.203081999999995
  ],
  ""type"": ""Point""
}"
"-","Nov 15, 2012 @ 07:54:29.000","-"
"BRETAGNE, Finistère, Ouessant","Nov 15, 2012 @ 07:48:03.000","{
  ""coordinates"": [
    -5.087735,
    48.459702500000006
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 15, 2012 @ 07:44:04.000","{
  ""coordinates"": [
    -5.083880000000001,
    48.4579865
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Ouessant","Nov 15, 2012 @ 07:33:21.000","{
  ""coordinates"": [
    -5.0896550000000005,
    48.4579875
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Molène","Nov 15, 2012 @ 07:04:00.000","{
  ""coordinates"": [
    -4.95562,
    48.397946000000005
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Pays de Brest","Nov 15, 2012 @ 06:57:31.000","{
  ""coordinates"": [
    -4.48537,
    48.4287425
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Pays de Brest","Nov 15, 2012 @ 06:44:47.000","{
  ""coordinates"": [
    -4.4855599999999995,
    48.430183
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère","Nov 14, 2012 @ 13:45:44.000","{
  ""coordinates"": [
    -4.52353,
    48.417521
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Rade de Brest","Nov 14, 2012 @ 12:45:46.000","{
  ""coordinates"": [
    -4.436825000000001,
    48.326743
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistere, Rade de Brest","Nov 14, 2012 @ 12:31:30.000","{
  ""coordinates"": [
    -4.542260000000001,
    48.34545
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Rade de Brest","Nov 14, 2012 @ 10:56:35.000","{
  ""coordinates"": [
    -4.438000000000001,
    48.333903500000005
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finstère, Rade de Brest","Nov 14, 2012 @ 08:25:35.000","{
  ""coordinates"": [
    -4.4873175,
    48.358925
  ],
  ""type"": ""Point""
}"
"BRETAGNE, Finistère, Rade de Brest","Nov 13, 2012 @ 12:45:54.000","{
  ""coordinates"": [
    -4.3523705,
    48.3081
  ],
  ""type"": ""Point""
}"
"Rivieres du Beaujolais, ZA Bassin du Rhone","Sep 21, 2012 @ 11:29:03.000","{
  ""coordinates"": [
    4.666254,
    46.1522075
  ],
  ""type"": ""Point""
}"
"-","Sep 19, 2012 @ 11:22:18.000","-"
"-","Sep 18, 2012 @ 17:00:47.000","-"
"-","Sep 18, 2012 @ 16:54:27.000","-"
"-","Sep 12, 2012 @ 17:21:12.000","-"
"-","Aug 31, 2012 @ 12:27:43.000","-"
"-","Aug 29, 2012 @ 14:57:40.000","-"
"-","Aug 29, 2012 @ 12:17:00.000","-"
"-","Aug 29, 2012 @ 12:08:22.000","-"
"-","Aug 28, 2012 @ 11:02:35.000","-"
"-","Aug 24, 2012 @ 17:05:16.000","-"
"-","Aug 24, 2012 @ 15:50:23.000","-"
"-","Jun 6, 2012 @ 18:29:16.000","-"
"-","Jun 6, 2012 @ 16:52:48.000","-"
"-","Jun 6, 2012 @ 10:44:13.000","-"
"-","May 24, 2012 @ 14:35:14.000","{
  ""coordinates"": [
    6.3,
    46.205
  ],
  ""type"": ""Point""
}"
"Rhône, Bassin versant du Rhône français","Mar 9, 2012 @ 17:51:30.000","{
  ""coordinates"": [
    5.5590665,
    44.731353999999996
  ],
  ""type"": ""Point""
}"
"-","Dec 16, 2011 @ 09:19:33.000","-"
"-","Dec 16, 2011 @ 09:10:51.000","-"
"-","Dec 15, 2011 @ 16:05:09.000","-"
"-","Dec 15, 2011 @ 16:00:50.000","-"
"-","Dec 15, 2011 @ 12:11:21.000","-"
"-","Dec 14, 2011 @ 16:56:16.000","-"
"-","Dec 9, 2011 @ 15:33:17.000","-"
"-","Dec 9, 2011 @ 15:14:24.000","-"
"-","Dec 9, 2011 @ 15:09:39.000","-"
"-","Dec 9, 2011 @ 14:45:47.000","-"
"-","Dec 9, 2011 @ 14:20:04.000","-"
"-","Dec 9, 2011 @ 14:00:19.000","-"
"-","Dec 9, 2011 @ 12:18:52.000","-"
"-","Dec 9, 2011 @ 12:11:06.000","-"
"-","Dec 9, 2011 @ 11:59:06.000","-"
"-","Dec 9, 2011 @ 11:45:27.000","-"
"-","Dec 9, 2011 @ 11:10:40.000","-"
"-","Dec 9, 2011 @ 10:42:04.000","-"
"-","Dec 9, 2011 @ 10:15:17.000","-"
"-","Dec 8, 2011 @ 14:31:57.000","-"
"-","Dec 8, 2011 @ 14:01:19.000","-"
"-","Nov 30, 2011 @ 16:43:03.000","-"
"-","Nov 30, 2011 @ 15:57:42.000","-"
"-","Nov 30, 2011 @ 15:16:56.000","-"
"-","Nov 30, 2011 @ 14:21:10.000","-"
"-","Nov 30, 2011 @ 12:21:07.000","-"
"-","Nov 30, 2011 @ 12:17:28.000","-"
"-","Nov 30, 2011 @ 12:00:30.000","-"
"-","Nov 29, 2011 @ 17:33:53.000","-"
"-","Nov 29, 2011 @ 17:30:03.000","-"
"-","Nov 29, 2011 @ 17:23:43.000","-"
"-","Nov 29, 2011 @ 17:22:18.000","-"
"-","Nov 29, 2011 @ 10:50:35.000","-"
"-","Nov 28, 2011 @ 14:18:35.000","-"
"-","Nov 28, 2011 @ 13:35:41.000","-"
"-","Nov 28, 2011 @ 13:33:29.000","-"
"-","Nov 28, 2011 @ 13:01:03.000","-"
"-","Nov 28, 2011 @ 12:47:29.000","-"
"-","Nov 28, 2011 @ 12:16:57.000","-"
"-","Nov 28, 2011 @ 12:15:20.000","-"
"-","Nov 28, 2011 @ 12:09:14.000","-"
"-","Nov 28, 2011 @ 11:58:47.000","-"
"-","Nov 28, 2011 @ 11:48:56.000","-"
"-","Nov 28, 2011 @ 11:09:46.000","-"
"-","Nov 28, 2011 @ 10:54:45.000","-"
"-","Nov 28, 2011 @ 10:51:45.000","-"
"-","Nov 28, 2011 @ 10:44:21.000","-"
"-","Nov 18, 2011 @ 16:20:36.000","-"
"Rhône, Cours du Rhône français","Nov 8, 2011 @ 14:06:08.000","{
  ""coordinates"": [
    5.1380485,
    44.731353999999996
  ],
  ""type"": ""Point""
}"
"-","Nov 4, 2011 @ 16:16:45.000","-"
"Rhône, Plaine alluviale du Rhône de la frontière suisse à la mer","Aug 23, 2011 @ 14:14:46.000","{
  ""coordinates"": [
    5.1380485,
    44.731353999999996
  ],
  ""type"": ""Point""
}"
"Rhône, Cours du Rhône français","Aug 9, 2011 @ 15:54:44.000","{
  ""coordinates"": [
    5.1380485,
    44.731353999999996
  ],
  ""type"": ""Point""
}"
"Rhône, Cours du Rhône français","Jul 20, 2011 @ 14:11:25.000","{
  ""coordinates"": [
    5.1380485,
    44.731353999999996
  ],
  ""type"": ""Point""
}"
"Rhône, Cours du Rhône français","Jul 19, 2011 @ 16:20:56.000","{
  ""coordinates"": [
    5.1380485,
    44.731353999999996
  ],
  ""type"": ""Point""
}"
"Rhône, Cours du Rhône français","Jul 19, 2011 @ 15:07:13.000","{
  ""coordinates"": [
    5.1380485,
    44.731353999999996
  ],
  ""type"": ""Point""
}"
"Secteur de Caderousse","Apr 21, 2011 @ 17:12:54.000","{
  ""coordinates"": [
    4.7244035,
    44.124615500000004
  ],
  ""type"": ""Point""
}"
"France, Ain, Savoie, Rhône de Genève à Vienne","Jan 31, 2011 @ 17:47:40.000","{
  ""coordinates"": [
    5.622324000000001,
    45.658158
  ],
  ""type"": ""Point""
}"
"France, Ain, Savoie, Rhône de Genève à Vienne","Jan 31, 2011 @ 17:47:17.000","{
  ""coordinates"": [
    5.622324000000001,
    45.658158
  ],
  ""type"": ""Point""
}"
