"keywordType-place.langfre",createDate,location
"AUVERGNE-RHONE-ALPES, PROVENCE-ALPES-COTE D'AZUR, AUVERGNE-RHONE-ALPES, AUVERGNE-RHONE-ALPES, AUVERGNE-RHONE-ALPES, PROVENCE-ALPES-COTE D'AZUR","Mar 31, 2021 @ 12:49:14.000","{
  ""coordinates"": [
    4.624401000000001,
    45.459705
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    4.624401000000001,
    45.459705
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    4.6025,
    45.467
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    5.9745495,
    44.054331
  ],
  ""type"": ""Point""
}"
"-","Mar 30, 2021 @ 10:53:03.000","{
  ""coordinates"": [
    2.5876799999999998,
    46.182431
  ],
  ""type"": ""Point""
}"
"-","Mar 26, 2021 @ 11:34:59.000","{
  ""coordinates"": [
    0.9449445,
    43.342544000000004
  ],
  ""type"": ""Point""
}"
"-","Mar 26, 2021 @ 10:16:35.000","{
  ""coordinates"": [
    0.9449445,
    43.342544000000004
  ],
  ""type"": ""Point""
}"
"-","Mar 25, 2021 @ 16:55:36.000","{
  ""coordinates"": [
    0.9449445,
    43.342544000000004
  ],
  ""type"": ""Point""
}"
"-","Mar 25, 2021 @ 00:00:00.000","-"
"Bretagne, Finistère, Porsmilin","Mar 24, 2021 @ 10:14:56.000","{
  ""coordinates"": [
    -4.67755,
    48.350899999999996
  ],
  ""type"": ""Point""
}"
"Bretagne, Finistère, Porsmilin","Mar 24, 2021 @ 10:08:48.000","{
  ""coordinates"": [
    -4.67755,
    48.350899999999996
  ],
  ""type"": ""Point""
}"
"Bretagne, Finistère, Porsmilin","Mar 24, 2021 @ 09:22:37.000","{
  ""coordinates"": [
    -4.67755,
    48.350899999999996
  ],
  ""type"": ""Point""
}"
"-","Mar 22, 2021 @ 17:33:50.000","-"
"-","Mar 22, 2021 @ 16:53:43.000","-"
"-","Mar 22, 2021 @ 16:53:34.000","-"
"-","Mar 22, 2021 @ 16:53:25.000","-"
"-","Mar 22, 2021 @ 16:53:16.000","-"
"-","Mar 22, 2021 @ 16:53:08.000","-"
"-","Mar 22, 2021 @ 16:53:00.000","-"
"-","Mar 22, 2021 @ 16:52:51.000","-"
"Finistère, Kerbernez","Mar 16, 2021 @ 09:45:03.000","{
  ""coordinates"": [
    -4.1231,
    47.941985
  ],
  ""type"": ""Point""
}"
"Finistère, Kerbernez","Mar 16, 2021 @ 09:37:25.000","{
  ""coordinates"": [
    -4.122344999999999,
    47.942854999999994
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Mar 10, 2021 @ 16:50:56.000","{
  ""coordinates"": [
    -2.49415,
    47.4781
  ],
  ""type"": ""Point""
}"
"-","Mar 10, 2021 @ 15:37:02.000","-"
"-","Mar 10, 2021 @ 15:36:56.000","-"
"-","Feb 26, 2021 @ 09:39:15.000","{
  ""coordinates"": [
    6.05234,
    44.933436
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Feb 15, 2021 @ 10:17:22.000","{
  ""coordinates"": [
    -3.3765,
    48.06925
  ],
  ""type"": ""Point""
}"
"Ille-et-Vilaine, Ille-Et-Vilaine, Sols, Pédologie, Ille-et-Vilaine","Feb 4, 2021 @ 12:17:19.000","{
  ""coordinates"": [
    -1.67502,
    48.183012
  ],
  ""type"": ""Point""
}"
"Morbihan, Morbihan, Sols, Pédologie, Morbihan","Feb 4, 2021 @ 12:14:53.000","{
  ""coordinates"": [
    -2.8659749999999997,
    47.7538795
  ],
  ""type"": ""Point""
}"
"Finistère, Kerbernez","Feb 4, 2021 @ 12:13:07.000","{
  ""coordinates"": [
    -4.1266300000000005,
    47.94645
  ],
  ""type"": ""Point""
}"
"Bretagne, Finistère, Sols, Pédologie, Finistère","Feb 4, 2021 @ 12:11:05.000","{
  ""coordinates"": [
    -4.2633925,
    48.258185
  ],
  ""type"": ""Point""
}"
"Côtes-d'Armor, Côtes-d'Armor, Sols, Pédologie, Côtes-d'Armor","Feb 4, 2021 @ 12:10:06.000","{
  ""coordinates"": [
    -2.779665,
    48.4568595
  ],
  ""type"": ""Point""
}"
"Bretagne, Côtes-d'Armor, Côtes d'Armor","Feb 4, 2021 @ 12:08:19.000","{
  ""coordinates"": [
    -2.786327,
    48.451775
  ],
  ""type"": ""Point""
}"
"Bretagne, Ille-Et-Vilaine, Sols, Pédologie, ille-et-Vilaine","Feb 4, 2021 @ 12:06:16.000","{
  ""coordinates"": [
    -1.651796,
    48.172115000000005
  ],
  ""type"": ""Point""
}"
"Bretagne, Morbihan, Sols, Pédologie, Morbihan","Feb 4, 2021 @ 12:03:52.000","{
  ""coordinates"": [
    -2.884102,
    47.74432
  ],
  ""type"": ""Point""
}"
"Finistère, Finistère, Sols, Pédologie, Finistère","Feb 4, 2021 @ 11:59:58.000","{
  ""coordinates"": [
    -4.273065,
    48.2267765
  ],
  ""type"": ""Point""
}"
"France, France","Feb 4, 2021 @ 11:58:34.000","{
  ""coordinates"": [
    -4.1324000000000005,
    47.9432965
  ],
  ""type"": ""Point""
}"
"-","Feb 3, 2021 @ 15:47:00.000","{
  ""coordinates"": [
    -1.582135,
    48.5036595
  ],
  ""type"": ""Point""
}"
"-","Feb 3, 2021 @ 11:04:10.000","{
  ""coordinates"": [
    -3.0706785,
    47.675171000000006
  ],
  ""type"": ""Point""
}"
"France, BRETAGNE, France","Feb 1, 2021 @ 08:57:41.000","{
  ""coordinates"": [
    -4.402512,
    48.655573000000004
  ],
  ""type"": ""Point""
}"
"-","Jan 29, 2021 @ 16:01:16.000","{
  ""coordinates"": [
    0.9449445,
    43.342544000000004
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Jan 25, 2021 @ 09:13:39.000","{
  ""coordinates"": [
    -1.6522999999999999,
    48.11555
  ],
  ""type"": ""Point""
}"
"-","Jan 22, 2021 @ 14:18:30.000","{
  ""coordinates"": [
    -1.673728,
    48.2399325
  ],
  ""type"": ""Point""
}"
"-","Jan 21, 2021 @ 11:55:07.000","{
  ""coordinates"": [
    -1.673728,
    48.2399325
  ],
  ""type"": ""Point""
}"
"France, Nouvelle Aquitaine","Jan 15, 2021 @ 10:19:46.000","{
  ""coordinates"": [
    -0.142889,
    44.919017499999995
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Jan 12, 2021 @ 17:22:21.000","{
  ""coordinates"": [
    -4.893,
    48.265
  ],
  ""type"": ""Point""
}"
"-","Jan 7, 2021 @ 11:07:50.000","{
  ""coordinates"": [
    -3.0483065000000003,
    48.0973045
  ],
  ""type"": ""Point""
}"
"Secteur hydrographique ""I9"" (correspondant à la Sélune de sa source à l'embouchure","Jan 5, 2021 @ 18:16:08.000","{
  ""coordinates"": [
    -1.112875,
    48.527218000000005
  ],
  ""type"": ""Point""
}"
"-","Dec 17, 2020 @ 15:53:51.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}"
"Caractéristiques géographiques météorologiques, Hydrographie, Kerbernez, Naizin","Dec 17, 2020 @ 15:53:48.000","{
  ""coordinates"": [
    -3.416748,
    48.051453
  ],
  ""type"": ""Point""
}"
"Hydrographie, Installations de suivi environnemental, Kerbernez, Naizin","Dec 17, 2020 @ 15:51:54.000","{
  ""coordinates"": [
    -3.416745,
    48.05145
  ],
  ""type"": ""Point""
}"
"Sols, Pédologie","Dec 17, 2020 @ 15:36:21.000","{
  ""coordinates"": [
    -3.2794185000000002,
    48.075187
  ],
  ""type"": ""Point""
}"
"-","Dec 17, 2020 @ 14:58:29.000","{
  ""coordinates"": [
    -3.2794185000000002,
    48.075187
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Morbihan, Arz, Pédologie, Arz","Dec 17, 2020 @ 13:49:13.000","{
  ""coordinates"": [
    -2.80127,
    47.592028
  ],
  ""type"": ""Point""
}"
"ZABRI, Iroise, France, Bretagne","Dec 17, 2020 @ 10:11:13.000","{
  ""coordinates"": [
    -5.0134,
    48.23935
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Côte d'Armor, Île-de-Bréhat, Pédologie, Île-de-Bréhat","Dec 15, 2020 @ 16:15:02.000","{
  ""coordinates"": [
    -2.999525,
    48.850618499999996
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Pédologie, Bretagne","Dec 15, 2020 @ 16:11:35.000","{
  ""coordinates"": [
    -3.0787549999999997,
    48.063617
  ],
  ""type"": ""Point""
}"
"Bretagne, Finistère, Kerbernez, Bretagne, Finistère, Bassin versant de Kerbernez (Plomelin)","Dec 15, 2020 @ 15:54:25.000","{
  ""coordinates"": [
    -4.12659,
    47.946505
  ],
  ""type"": ""Point""
}"
"France, Hydrographie, Occupation des terres, Usage des sols, Sols, France, France","Dec 15, 2020 @ 15:44:20.000","{
  ""coordinates"": [
    1.88597,
    46.227999999999994
  ],
  ""type"": ""Point""
}"
"Finistère, Naizin","Dec 15, 2020 @ 15:29:10.000","{
  ""coordinates"": [
    -2.8290800000000003,
    48.00127
  ],
  ""type"": ""Point""
}"
"Finistère, Kerbernez","Dec 15, 2020 @ 15:24:22.000","{
  ""coordinates"": [
    -4.127935,
    47.94546
  ],
  ""type"": ""Point""
}"
"Morbihan, Naizin","Dec 15, 2020 @ 15:23:06.000","{
  ""coordinates"": [
    -2.8290800000000003,
    48.001268499999995
  ],
  ""type"": ""Point""
}"
"Finistère, Kerbernez","Dec 15, 2020 @ 15:22:26.000","{
  ""coordinates"": [
    -4.12832,
    47.945975000000004
  ],
  ""type"": ""Point""
}"
"Morbihan, Naizin","Dec 15, 2020 @ 15:20:21.000","{
  ""coordinates"": [
    -2.8290800000000003,
    48.00127
  ],
  ""type"": ""Point""
}"
"Finistère, Kerbernez","Dec 15, 2020 @ 15:19:41.000","{
  ""coordinates"": [
    -4.1339500000000005,
    47.9469
  ],
  ""type"": ""Point""
}"
"-","Dec 15, 2020 @ 15:18:23.000","{
  ""coordinates"": [
    -3.21411,
    48.021969999999996
  ],
  ""type"": ""Point""
}"
"Finistère, Kerbernez, Occupation du Sol","Dec 15, 2020 @ 15:14:50.000","{
  ""coordinates"": [
    -4.126215,
    47.946505
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Pédologie, Bretagne","Dec 15, 2020 @ 14:14:38.000","{
  ""coordinates"": [
    -3.0271100000000004,
    48.0701085
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Saint-Brieuc-des-Iffs, Pédologie, Saint-Brieuc-des-Iffs","Dec 15, 2020 @ 14:11:27.000","{
  ""coordinates"": [
    -1.843595,
    48.303334500000005
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Breteil, Pédologie, Breteil","Dec 15, 2020 @ 14:10:24.000","{
  ""coordinates"": [
    -1.912735,
    48.1377175
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Rennes, Pédologie, Rennes","Dec 15, 2020 @ 14:09:27.000","{
  ""coordinates"": [
    -1.656485,
    48.0225985
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Estuaires, Pédologie, Estuaires","Dec 15, 2020 @ 14:08:12.000","{
  ""coordinates"": [
    -1.355695,
    48.363487500000005
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2020 @ 16:47:28.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2020 @ 16:47:05.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2020 @ 16:46:39.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2020 @ 16:46:08.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2020 @ 16:45:39.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2020 @ 16:45:01.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2020 @ 16:44:39.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2020 @ 16:44:17.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2020 @ 16:44:02.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2020 @ 16:39:47.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2020 @ 16:38:31.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2020 @ 16:37:46.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2020 @ 16:36:52.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2020 @ 16:24:42.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2020 @ 16:23:26.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2020 @ 16:10:11.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2020 @ 16:09:24.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2020 @ 16:06:34.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}"
"-","Dec 11, 2020 @ 11:36:32.000","{
  ""coordinates"": [
    0.9449445,
    43.342544000000004
  ],
  ""type"": ""Point""
}"
"-","Dec 11, 2020 @ 00:00:00.000","-"
"Bassée","Dec 1, 2020 @ 13:41:09.000","{
  ""coordinates"": [
    3.2040195000000002,
    48.4463225
  ],
  ""type"": ""Point""
}"
"Côtes d'Armor, Pleubian, sillon de Talbert, France, Bretagne","Nov 26, 2020 @ 15:18:41.000","{
  ""coordinates"": [
    -3.096846,
    48.868866
  ],
  ""type"": ""Point""
}"
"Bassée, Trajectoire temporelle","Nov 26, 2020 @ 12:57:10.000","{
  ""coordinates"": [
    3.2297320000000003,
    48.4460355
  ],
  ""type"": ""Point""
}"
"Bassin de la Seine","Nov 26, 2020 @ 09:29:05.000","{
  ""coordinates"": [
    2.2616665,
    49.162414
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Nov 25, 2020 @ 17:34:29.000","{
  ""coordinates"": [
    -2.71225,
    47.50035
  ],
  ""type"": ""Point""
}"
"Bassée, Trajectoire temporelle","Nov 25, 2020 @ 13:38:59.000","{
  ""coordinates"": [
    3.23,
    48.45
  ],
  ""type"": ""Point""
}"
"-","Nov 25, 2020 @ 08:35:03.000","{
  ""coordinates"": [
    3.23,
    48.45
  ],
  ""type"": ""Point""
}"
"Bassée, Emprise de la Seine en 1839, Bassée","Nov 24, 2020 @ 13:24:14.000","{
  ""coordinates"": [
    3.23,
    48.45
  ],
  ""type"": ""Point""
}"
"Bassée, Emprise de la Seine en 1839, Bassée","Nov 24, 2020 @ 13:02:07.000","{
  ""coordinates"": [
    3.23,
    48.45
  ],
  ""type"": ""Point""
}"
"Evergnicourt, Fonds cartographiques datant de 1825, Evergnicourt","Nov 24, 2020 @ 10:46:17.000","{
  ""coordinates"": [
    3.76,
    49.4
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Crac'h, Pédologie, Crac'h","Nov 16, 2020 @ 13:58:37.000","{
  ""coordinates"": [
    -3.05767,
    47.643293
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Rennes, Pédologie, Rennes","Nov 16, 2020 @ 13:58:03.000","{
  ""coordinates"": [
    -1.66843,
    48.0980345
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Saint-Malo, Pédologie, Saint-Malo","Nov 16, 2020 @ 13:52:24.000","{
  ""coordinates"": [
    -1.933205,
    48.6524295
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Finistère, Rosporden, Pédologie, Rosporden","Nov 16, 2020 @ 13:51:16.000","{
  ""coordinates"": [
    -3.7839549999999997,
    47.9696085
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Finistère, Scaër, Leuhan, Scaerleuhan, Pédologie, Scaerleuhan","Nov 16, 2020 @ 13:50:48.000","{
  ""coordinates"": [
    -3.737045,
    48.051525
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Bais, Pédologie, Bais","Nov 16, 2020 @ 13:46:42.000","{
  ""coordinates"": [
    -1.29927,
    48.009236
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Combourg, Pédologie, Combourg","Nov 16, 2020 @ 13:43:38.000","{
  ""coordinates"": [
    -1.764405,
    48.38515
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Retiers, Pédologie, Rétiers","Nov 16, 2020 @ 13:42:29.000","{
  ""coordinates"": [
    -1.349405,
    47.8894645
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Côte d'Armor, Lamballe, Pédologie, Lamballe","Nov 16, 2020 @ 13:40:22.000","{
  ""coordinates"": [
    -2.344065,
    48.551531
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Côte d'Armor, Montcontour, Pédologie, Montcontour","Nov 16, 2020 @ 13:39:47.000","{
  ""coordinates"": [
    -2.703975,
    48.329855499999994
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Côte d'Armor, Quintin, Pédologie, Quintin","Nov 16, 2020 @ 13:38:56.000","{
  ""coordinates"": [
    -3.0646899999999997,
    48.329395500000004
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Côte d'Armor, Quintin, Pédologie, Quintin","Nov 16, 2020 @ 13:38:28.000","{
  ""coordinates"": [
    -2.97361,
    48.285052
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, La Chapelle-Thouarault, Pédologie, La Chapelle-Thouarault","Nov 16, 2020 @ 13:36:33.000","{
  ""coordinates"": [
    -1.855315,
    48.126472500000006
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Finistère, Saint-Pol-de-Léon, Pédologie, Saint-Pol-de-Léon","Nov 16, 2020 @ 13:33:54.000","{
  ""coordinates"": [
    -4.1428650000000005,
    48.6632415
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Côte d'Armor, Saint-Brieuc, Pédologie, Saint-Brieuc","Nov 16, 2020 @ 13:29:43.000","{
  ""coordinates"": [
    -2.58207,
    48.470273500000005
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Finistère, Sein, Pédologie, Île-de-Sein","Nov 16, 2020 @ 13:26:33.000","{
  ""coordinates"": [
    -4.85633,
    48.037782500000006
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Morbihan, Pleucadeuc, Pédologie, Pleucadeuc","Nov 16, 2020 @ 13:22:28.000","{
  ""coordinates"": [
    -2.391185,
    47.771257000000006
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Finistère, Plestin-les-Grèves, Pédologie, Plestin-les-Grèves","Nov 16, 2020 @ 13:18:33.000","{
  ""coordinates"": [
    -3.78512,
    48.666883
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Finistère, Plabennec, Pédologie, Plabennec","Nov 16, 2020 @ 13:12:00.000","{
  ""coordinates"": [
    -4.48074,
    48.512498
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Finistère, Molène, Pédologie, Molène","Nov 16, 2020 @ 13:09:27.000","{
  ""coordinates"": [
    -4.960255,
    48.3956015
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Redon, Pédologie, Marais de Redon","Nov 16, 2020 @ 13:05:44.000","{
  ""coordinates"": [
    -2.04557,
    47.6522065
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Le Ferré, Pédologie, Le Ferré","Nov 16, 2020 @ 13:02:41.000","{
  ""coordinates"": [
    -1.29321,
    48.4869465
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Finistère, Landerneau, Pédologie, Landerneau","Nov 16, 2020 @ 13:00:04.000","{
  ""coordinates"": [
    -4.13079,
    48.532011999999995
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Janzé, Pédologie, Janzé","Nov 16, 2020 @ 12:57:38.000","{
  ""coordinates"": [
    -1.8036150000000002,
    47.8791655
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Janzé, Pédologie, Janzé","Nov 16, 2020 @ 12:55:54.000","{
  ""coordinates"": [
    -1.62435,
    47.970060000000004
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Morbihan, Ilur, Pédologie, Ilur","Nov 16, 2020 @ 12:50:34.000","{
  ""coordinates"": [
    -2.790615,
    47.574222
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Morbihan, Île-d'Houat, Pédologie, Île-d'Houat","Nov 16, 2020 @ 12:42:18.000","{
  ""coordinates"": [
    -2.966945,
    47.3871685
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Morbihan, Groix, Pédologie, île de Groix","Nov 16, 2020 @ 12:39:15.000","{
  ""coordinates"": [
    -3.46514,
    47.636892
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Morbihan, Hoedic, Pédologie, Hoedic","Nov 16, 2020 @ 12:39:03.000","{
  ""coordinates"": [
    -2.875935,
    47.3398615
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Guerche, Pédologie, Guerche","Nov 16, 2020 @ 12:34:49.000","{
  ""coordinates"": [
    -1.26343,
    47.969919000000004
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Guerche, Pédologie, Guerche","Nov 16, 2020 @ 12:32:57.000","{
  ""coordinates"": [
    -1.62216,
    47.970115
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Gahard, Pédologie, Gahard","Nov 16, 2020 @ 12:25:32.000","{
  ""coordinates"": [
    -1.500475,
    48.2960745
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, La Chapelle-des-Fougeretz, Pédologie, La Chapelle-des-Fougeretz","Nov 16, 2020 @ 12:18:39.000","{
  ""coordinates"": [
    -1.7220849999999999,
    48.1842005
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Finistère, Concarneau, Pédologie, Concarneau","Nov 16, 2020 @ 12:14:49.000","{
  ""coordinates"": [
    -3.768195,
    47.8247975
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Morbihan, Bourdonnaie, Pédologie, Forêt de la Bourdonnaie","Nov 16, 2020 @ 12:06:23.000","{
  ""coordinates"": [
    -2.17617,
    47.844458
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Morbihan, Belle-Île-en-Mer, Pédologie, Belle-Île-en-Mer","Nov 16, 2020 @ 12:06:03.000","{
  ""coordinates"": [
    -3.1602550000000003,
    47.333943000000005
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Finistère, Batz, Pédologie, Batz","Nov 16, 2020 @ 12:05:39.000","{
  ""coordinates"": [
    -2.80127,
    47.592028
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Bain-de-Bretagne, Pédologie, Bain-de-Bretagne","Nov 16, 2020 @ 12:04:58.000","{
  ""coordinates"": [
    -1.6224150000000002,
    47.7895565
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Bourg-des-Comptes, Pédologie, Bourg-des-Comptes","Nov 16, 2020 @ 12:04:08.000","{
  ""coordinates"": [
    -1.72884,
    47.9362835
  ],
  ""type"": ""Point""
}"
"Zone Atelier Antarctique ZATA","Nov 10, 2020 @ 17:21:18.000","{
  ""coordinates"": [
    69.361977,
    -49.2310565
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Morbihan, Naizin, Pédologie, Naizin","Nov 6, 2020 @ 12:31:19.000","{
  ""coordinates"": [
    -2.829005,
    48.001073
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Côte d'Armor, Loudéac, Pédologie, Loudéac","Nov 6, 2020 @ 12:30:56.000","{
  ""coordinates"": [
    -2.80603,
    48.1618765
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Rostrenen, Pédologie, Rostrenen","Nov 6, 2020 @ 12:25:13.000","{
  ""coordinates"": [
    -3.30184,
    48.2845705
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Finistère, Kervijen, Pédologie, Kervijen","Nov 6, 2020 @ 12:24:55.000","{
  ""coordinates"": [
    -4.196059999999999,
    48.168604
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Finistère, Plouguerneau, Pédologie, Plouguerneau","Nov 6, 2020 @ 12:24:35.000","{
  ""coordinates"": [
    -4.445615,
    48.6320465
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Guer, Pédologie, Guer","Nov 6, 2020 @ 12:24:09.000","{
  ""coordinates"": [
    -1.9843449999999998,
    47.969820999999996
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Iles-et-Vilaine, Pipriac, Pédologie, Pipriac","Nov 6, 2020 @ 12:23:03.000","{
  ""coordinates"": [
    -1.984385,
    47.7898235
  ],
  ""type"": ""Point""
}"
"Bretagne, Sols, Bretagne, Ille-Et-Vilaine, Janzé, Pédologie, Janzé","Nov 5, 2020 @ 18:05:29.000","{
  ""coordinates"": [
    -1.5922399999999999,
    47.927905
  ],
  ""type"": ""Point""
}"
"ZABRI, France, Bretagne","Nov 4, 2020 @ 16:06:46.000","{
  ""coordinates"": [
    -5.0041425,
    48.241389999999996
  ],
  ""type"": ""Point""
}"
"ZABRI, France, Bretagne","Nov 4, 2020 @ 13:59:19.000","{
  ""coordinates"": [
    -5.087605999999999,
    48.463465
  ],
  ""type"": ""Point""
}"
